Category,Department + Course Number,Distributions
ALC,HIST 4761,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,HUNGR 2103,"['CA-AS', 'ALC-AS']"
ALC,HUNGR 2104,"['LA-AS', 'ALC-AS']"
ALC,INFO 3660,"['ALC-AS', 'CA-AS']"
ALC,ITAL 2203,"['LA-AS', 'ALC-AS']"
ALC,ITAL 2204,"['ALC-AS', 'CA-AS']"
ALC,ITAL 2290,"['CA-AS', 'ALC-AS']"
ALC,ITAL 2350,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,ITAL 2400,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,ITAL 2900,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,ITAL 3010,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,ITAL 3485,"['LA-AS', 'ALC-AS', 'GLC-AS']"
ALC,ITAL 3580,"['LA-AS', 'ALC-AS']"
ALC,ITAL 3600,"['CA-AS', 'ALC-AS']"
ALC,ITAL 3720,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ALC,ITAL 3730,"['LA-AS', 'ALC-AS']"
ALC,ITAL 3890,"['LA-AS', 'ALC-AS', 'GLC-AS']"
ALC,ITAL 4710,"['LA-AS', 'ALC-AS', 'GLC-AS']"
ALC,JWST 1103,"['ALC-AS', 'CA-AS']"
ALC,JWST 2001,"['CA-AS', 'ALC-AS']"
ALC,JWST 2100,"['ALC-AS', 'CA-AS']"
ALC,JWST 2195,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 2629,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 2644,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 2720,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 2724,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 2728,"['LA-AS', 'ALC-AS']"
ALC,JWST 2754,"['LA-AS', 'ALC-AS']"
ALC,JWST 2790,"['LA-AS', 'ALC-AS']"
ALC,JWST 2791,"['CA-AS', 'ALC-AS']"
ALC,JWST 2793,"['LA-AS', 'ALC-AS']"
ALC,JWST 2958,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 3101,"['ALC-AS', 'CA-AS']"
ALC,JWST 3102,"['ALC-AS', 'CA-AS']"
ALC,JWST 3458,"['CA-AS', 'ALC-AS']"
ALC,JWST 3588,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 3639,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 3711,"['LA-AS', 'ALC-AS']"
ALC,JWST 3717,"['LA-AS', 'ALC-AS']"
ALC,JWST 3720,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,JWST 3888,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4102,"['LA-AS', 'ALC-AS']"
ALC,JWST 4195,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4310,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4407,"['HA-AS', 'ALC-AS', 'ETM-AS']"
ALC,JWST 4410,"['LA-AS', 'ALC-AS']"
ALC,JWST 4520,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4533,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4545,"['ALC-AS', 'CA-AS']"
ALC,JWST 4550,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4626,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4644,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4673,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4767,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,JWST 4790,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ALC,JWST 4913,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,LATA 1320,"['ALC-AS', 'CA-AS']"
ALC,LATA 1321,"['ALC-AS', 'CA-AS']"
ALC,LATA 2050,"['ALC-AS', 'CA-AS']"
ALC,LATA 2150,"['LA-AS', 'ALC-AS']"
ALC,LATA 2170,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,LATA 3256,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,LATA 3336,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LATA 3470,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LATA 3565,"['ALC-AS', 'CA-AS']"
ALC,LATA 3566,"['ALC-AS', 'CA-AS']"
ALC,LATA 3680,"['HA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LATA 3681,"['LA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LATA 3800,"['LA-AS', 'ALC-AS']"
ALC,LATA 4155,"['ALC-AS', 'CA-AS']"
ALC,LATA 4160,"['LA-AS', 'ALC-AS']"
ALC,LATA 4165,"['ALC-AS', 'CA-AS']"
ALC,LATA 4250,"['ALC-AS', 'CA-AS']"
ALC,LATA 4565,"['LA-AS', 'ALC-AS']"
ALC,LATA 4910,"['ALC-AS', 'CA-AS']"
ALC,LATIN 2201,"['LA-AS', 'ALC-AS']"
ALC,LATIN 2203,"['LA-AS', 'ALC-AS']"
ALC,LATIN 2205,"['LA-AS', 'ALC-AS']"
ALC,LATIN 2206,"['LA-AS', 'ALC-AS']"
ALC,LATIN 2209,"['LA-AS', 'ALC-AS']"
ALC,LATIN 3203,"['LA-AS', 'ALC-AS']"
ALC,LATIN 3220,"['LA-AS', 'ALC-AS']"
ALC,LATIN 4213,"['LA-AS', 'ALC-AS']"
ALC,LGBT 2350,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LGBT 2760,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LGBT 2780,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LGBT 3250,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LGBT 3550,"['LA-AS', 'ALC-AS']"
ALC,LGBT 3702,"['LA-AS', 'ALC-AS']"
ALC,LGBT 3725,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LGBT 3740,"['LA-AS', 'ALC-AS']"
ALC,LGBT 4312,"['CA-AS', 'ALC-AS']"
ALC,LGBT 4451,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LGBT 4701,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LING 2212,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,LING 3324,"['KCM-AS', 'ALC-AS', 'SCD-AS']"
ALC,LING 4457,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,LSP 1321,"['ALC-AS', 'CA-AS']"
ALC,LSP 2100,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LSP 2212,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LSP 2320,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LSP 2400,"['LA-AS', 'ALC-AS']"
ALC,LSP 2460,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LSP 3336,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LSP 3470,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LSP 3551,"['HA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LSP 3566,"['CA-AS', 'ALC-AS']"
ALC,LSP 3680,"['LA-AS', 'ALC-AS', 'GLC-AS']"
ALC,LSP 4556,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,LSP 4565,"['LA-AS', 'ALC-AS']"
ALC,LSP 4635,"['LA-AS', 'ALC-AS']"
ALC,LSP 4701,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,LSP 4720,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,MEDVL 2100,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 2150,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 2170,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 2350,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 2355,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 2642,"['MQR-AS', 'ALC-AS', 'SMR-AS']"
ALC,MEDVL 2655,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 3080,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 3110,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 3120,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 3130,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 3170,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 3190,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 3255,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 3566,"['CA-AS', 'ALC-AS']"
ALC,MEDVL 3639,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 3677,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 3720,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 3775,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 3850,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 3888,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4103,"['LA-AS', 'ALC-AS']"
ALC,MEDVL 4285,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4295,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4305,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4310,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4351,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4420,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4471,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4626,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4718,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,MEDVL 4761,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MUSIC 1101,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 1105,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 1205,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 1212,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 1312,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 1313,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 1320,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 1321,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 1330,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,MUSIC 1340,"['CA-AS', 'ALC-AS']"
ALC,MUSIC 1343,"['CA-AS', 'ALC-AS']"
ALC,MUSIC 1421,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2006,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 2101,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2102,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2111,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2112,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2120,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2201,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 2207,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MUSIC 2208,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,MUSIC 2221,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2241,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2244,"['LA-AS', 'ALC-AS', 'HST-AS']"
ALC,MUSIC 2260,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 2290,"['LA-AS', 'ALC-AS', 'SCD-AS']"
ALC,MUSIC 2311,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2320,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,MUSIC 2330,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 2340,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 2341,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2350,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,MUSIC 2370,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,MUSIC 2380,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2421,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2440,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2441,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2642,"['MQR-AS', 'ALC-AS', 'SMR-AS']"
ALC,MUSIC 2701,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 2703,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 3111,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3112,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3115,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3121,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3122,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3140,['ALC-AS']
ALC,MUSIC 3141,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3142,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3182,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3212,"['CA-AS', 'ALC-AS']"
ALC,MUSIC 3242,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3424,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3431,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 3490,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,MUSIC 4112,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 4121,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 4233,"['CA-AS', 'ALC-AS']"
ALC,MUSIC 4270,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 4312,"['CA-AS', 'ALC-AS']"
ALC,MUSIC 4341,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 4345,"['ALC-AS', 'CA-AS']"
ALC,MUSIC 4410,"['LA-AS', 'ALC-AS', 'SSC-AS']"
ALC,MUSIC 4440,"['LA-AS', 'ALC-AS']"
ALC,MUSIC 4454,"['LA-AS', 'ALC-AS']"
ALC,NES 2276,"['CA-AS', 'ALC-AS']"
ALC,NES 2629,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 2644,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 2649,"['HA-AS', 'ALC-AS', 'GLC-AS']"
ALC,NES 2655,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 2668,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 2724,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,NES 2728,"[' ALC-AS', 'LA-AS']"
ALC,NES 2754,"['ALC-AS', 'LA-AS']"
ALC,NES 2791,"['CA-AS', 'ALC-AS']"
ALC,NES 2793,"['ALC-AS', 'LA-AS']"
ALC,NES 2812,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,NES 3255,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 3511,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,NES 3535,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 3588,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 3639,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 3677,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 3691,"['CA-AS', 'ALC-AS']"
ALC,NES 3707,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,NES 3717,"['ALC-AS', 'LA-AS']"
ALC,NES 3720,"['CA-AS', 'ALC-AS', 'SCD-AS']"
ALC,NES 3750,"['CA-AS', 'ALC-AS']"
ALC,NES 3888,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4334,"['ALC-AS', 'LA-AS']"
ALC,NES 4351,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4354,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4407,"['HA-AS', 'ALC-AS', 'ETM-AS']"
ALC,NES 4520,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4545,"['ALC-AS', 'CA-AS']"
ALC,NES 4550,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4626,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,NES 4644,"['HA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4666,"['CA-AS', 'ALC-AS', 'GLC-AS']"
ALC,NES 4700,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4767,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,NES 4795,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,NES 4913,"['CA-AS', 'ALC-AS', 'HST-AS']"
ALC,PERSN 1322,"['ALC-AS', 'CA-AS']"
ALC,PERSN 2322,"['ALC-AS', 'CA-AS']"
ALC,PHIL 2510,"['ALC-AS', 'ETM-AS', 'LA-AS']"
ALC,PHIL 2530,"['ALC-AS', 'ETM-AS', 'KCM-AS']"
ALC,PHIL 3510,"['ALC-AS', 'LA-AS']"
ALC,PHIL 4215,"['ALC-AS', 'HST-AS']"
ALC,PHIL 4510,"[' ALC-AS', 'ETM-AS', 'KCM-AS']"
ALC,PMA 1700,"['ALC-AS', 'LA-AS']"
ALC,PMA 2300,"['ALC-AS', 'LA-AS']"
ALC,PMA 2452,"['ALC-AS', 'CA-AS', 'GLC-AS']"
ALC,PMA 2460,"['ALC-AS', 'CA-AS']"
ALC,PMA 2465,"['ALC-AS', 'CA-AS']"
ALC,PMA 2490,"['ALC-AS', 'LA-AS']"
ALC,PMA 2493,"['ALC-AS', 'LA-AS']"
ALC,PMA 2501,"['ALC-AS', 'CA-AS', 'SCD-AS']"
ALC,PMA 2540,"['ALC-AS', 'LA-AS']"
ALC,PMA 2633,"['ALC-AS', 'LA-AS']"
ALC,PMA 2640,['ALC-AS']
ALC,PMA 2670,"['ALC-AS', 'LA-AS']"
ALC,PMA 2680,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,PMA 2681,"['ALC-AS', 'LA-AS']"
ALC,PMA 2682,"['ALC-AS', 'LA-AS']"
ALC,PMA 2703,"['ALC-AS', 'CA-AS']"
ALC,PMA 2800,"['ALC-AS', 'ETM-AS', 'LA-AS']"
ALC,PMA 2805,['ALC-AS']
ALC,PMA 3214,"['ALC-AS', 'LA-AS']"
ALC,PMA 3226,"['ALC-AS', 'GLC-AS', 'LA-AS']"
ALC,PMA 3300,"['ALC-AS', 'LA-AS']"
ALC,PMA 3350,"['ALC-AS', 'LA-AS']"
ALC,PMA 3410,"['ALC-AS', 'CA-AS', 'SCD-AS']"
ALC,PMA 3420,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,PMA 3421,"['ALC-AS', 'LA-AS']"
ALC,PMA 3425,"['ALC-AS', 'CA-AS']"
ALC,PMA 3481,"['ALC-AS', 'CA-AS', 'GLC-AS']"
ALC,PMA 3490,"['ALC-AS', 'CA-AS', 'ETM-AS']"
ALC,PMA 3501,"['ALC-AS', 'LA-AS']"
ALC,PMA 3505,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,PMA 3510,"['ALC-AS', 'LA-AS']"
ALC,PMA 3514,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,PMA 3525,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,PMA 3531,"['ALC-AS', 'LA-AS']"
ALC,PMA 3533,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,PMA 3544,"['ALC-AS', 'LA-AS']"
ALC,PMA 3550,"['ALC-AS', 'LA-AS']"
ALC,PMA 3551,"['ALC-AS', 'CA-AS']"
ALC,PMA 3570,"['ALC-AS', 'LA-AS']"
ALC,PMA 3571,"['ALC-AS', 'LA-AS']"
ALC,PMA 3572,"['ALC-AS', 'LA-AS']"
ALC,PMA 3614,"['ALC-AS', 'LA-AS']"
ALC,PMA 3630,"['ALC-AS', 'LA-AS']"
ALC,PMA 3631,"['ALC-AS', 'LA-AS']"
ALC,PMA 3632,"['ALC-AS', 'LA-AS']"
ALC,PMA 3633,"['ALC-AS', 'LA-AS']"
ALC,PMA 3660,"['ALC-AS', 'LA-AS']"
ALC,PMA 3661,"['ALC-AS', 'LA-AS']"
ALC,PMA 3680,"['ALC-AS', 'LA-AS']"
ALC,PMA 3682,"['LA-AS', 'ALC-AS']"
ALC,PMA 3702,"['ALC-AS', 'LA-AS']"
ALC,PMA 3711,"['ALC-AS', 'LA-AS']"
ALC,PMA 3720,"['ALC-AS', 'LA-AS']"
ALC,PMA 3724,"['ALC-AS', 'LA-AS']"
ALC,PMA 3740,"['ALC-AS', 'LA-AS']"
ALC,PMA 3750,"['ALC-AS', 'GLC-AS', 'LA-AS']"
ALC,PMA 3751,"['ALC-AS', 'GLC-AS', 'LA-AS']"
ALC,PMA 3755,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,PMA 3757,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,PMA 3770,"['ALC-AS', 'LA-AS']"
ALC,PMA 3800,"['ALC-AS', 'LA-AS']"
ALC,PMA 3805,"['ALC-AS', 'LA-AS']"
ALC,PMA 3880,"['ALC-AS', 'LA-AS']"
ALC,PMA 3887,"['ALC-AS', 'LA-AS']"
ALC,PMA 4230,['ALC-AS']
ALC,PMA 4300,"['ALC-AS', 'LA-AS']"
ALC,PMA 4301,"['ALC-AS', 'LA-AS']"
ALC,PMA 4350,"['ALC-AS', 'LA-AS']"
ALC,PMA 4401,"['ALC-AS', 'LA-AS']"
ALC,PMA 4406,"['ALC-AS', 'CA-AS']"
ALC,PMA 4451,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,PMA 4501,"['ALC-AS', 'CA-AS']"
ALC,PMA 4504,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,PMA 4505,"['ALC-AS', 'LA-AS']"
ALC,PMA 4512,"['ALC-AS', 'CA-AS']"
ALC,PMA 4532,"['ALC-AS', 'LA-AS']"
ALC,PMA 4585,"['ALC-AS', 'LA-AS']"
ALC,PMA 4605,"['ALC-AS', 'LA-AS']"
ALC,PMA 4670,"['ALC-AS', 'LA-AS']"
ALC,PMA 4675,"['ALC-AS', 'LA-AS']"
ALC,PMA 4681,"['ALC-AS', 'CA-AS', 'SSC-AS']"
ALC,PMA 4701,"['ALC-AS', 'CA-AS', 'SCD-AS']"
ALC,PMA 4801,"['ALC-AS', 'LA-AS']"
ALC,PMA 4821,"['ALC-AS', 'LA-AS']"
ALC,PMA 4841,"['ALC-AS', 'LA-AS']"
ALC,PORT 3210,"['ALC-AS', 'HA-AS', 'SCD-AS']"
ALC,PSYCH 4150,"['ALC-AS', 'ETM-AS', 'KCM-AS']"
ALC,PSYCH 4771,"['ALC-AS', 'SBA-AS']"
ALC,RELST 2208,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 2209,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 2247,"['ALC-AS', 'GLC-AS', 'HA-AS']"
ALC,RELST 2250,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 2276,"['ALC-AS', 'CA-AS']"
ALC,RELST 2279,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,RELST 2546,"['ALC-AS', 'CA-AS', 'SCD-AS']"
ALC,RELST 2629,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 2630,"['ALC-AS', 'ETM-AS', 'KCM-AS']"
ALC,RELST 2644,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 2655,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 2724,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,RELST 2791,"['ALC-AS', 'CA-AS']"
ALC,RELST 3281,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,RELST 3311,"['ALC-AS', 'CA-AS', 'GLC-AS']"
ALC,RELST 3341,"['ALC-AS', 'CA-AS']"
ALC,RELST 3416,"['ALC-AS', 'HST-AS', 'KCM-AS']"
ALC,RELST 3420,"['ALC-AS', 'CA-AS', 'SCD-AS']"
ALC,RELST 3536,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 3588,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,RELST 3639,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,RELST 3645,"['ALC-AS', 'CA-AS']"
ALC,RELST 3677,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 3720,"['ALC-AS', 'CA-AS', 'SCD-AS']"
ALC,RELST 3888,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,RELST 4102,"['ALC-AS', 'LA-AS']"
ALC,RELST 4256,"['ALC-AS', 'CA-AS']"
ALC,RELST 4310,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,RELST 4351,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,RELST 4407,"['ALC-AS', 'ETM-AS', 'HA-AS']"
ALC,RELST 4451,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,RELST 4545,"['ALC-AS', 'CA-AS']"
ALC,RELST 4626,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,RELST 4767,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,ROMS 2350,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,ROMS 3512,"['ALC-AS', 'CA-AS']"
ALC,ROMS 3770,"['ALC-AS', 'LA-AS']"
ALC,ROMS 4210,"['ALC-AS', 'CA-AS', 'ETM-AS']"
ALC,ROMS 4245,"['ALC-AS', 'ETM-AS', 'LA-AS']"
ALC,ROMS 4255,"['ALC-AS', 'CA-AS']"
ALC,ROMS 4360,"['ALC-AS', 'CA-AS']"
ALC,ROMS 4370,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,ROMS 4410,"['ALC-AS', 'LA-AS']"
ALC,ROMS 4650,"['ALC-AS', 'HA-AS', 'HST-AS']"
ALC,ROMS 4681,"['ALC-AS', 'LA-AS']"
ALC,RUSSL 2001,"['ALC-AS', 'CA-AS']"
ALC,RUSSL 2150,"['ALC-AS', 'CA-AS']"
ALC,RUSSL 2500,"['ALC-AS', 'CA-AS']"
ALC,RUSSL 3331,"['ALC-AS', 'LA-AS']"
ALC,RUSSL 3333,"['ALC-AS', 'LA-AS']"
ALC,RUSSL 3341,"['ALC-AS', 'LA-AS']"
ALC,RUSSL 3351,"['ALC-AS', 'LA-AS']"
ALC,SHUM 1100,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,SHUM 1615,"['ALC-AS', 'LA-AS']"
ALC,SHUM 2006,"['ALC-AS', 'CA-AS']"
ALC,SHUM 2009,"['ALC-AS', 'CA-AS']"
ALC,SHUM 2101,"['ALC-AS', 'CA-AS', 'GLC-AS']"
ALC,SHUM 2208,"['ALC-AS', 'CA-AS', 'HST-AS']"
ALC,SHUM 2241,"['ALC-AS', 'CA-AS']"
ALC,SHUM 2244,"['ALC-AS', 'HST-AS', 'LA-AS']"
ALC,SHUM 2247,"['ALC-AS', 'GLC-AS', 'HA-AS']"
ALC,SHUM 2260,"['ALC-AS', 'CA-AS']"
ALC,SHUM 2350,"['ALC-AS', 'LA-AS', 'SCD-AS']"
ALC,SHUM 2460,"['ALC-AS', 'CA-AS']"
ALC,SHUM 2650,"['ALC-AS', 'CA-AS']"
